Marital status,Daytime/evening attendance	,Previous qualification,Father's qualification,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Target,Application order,Age,Curricular units 1st sem (without evaluations),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1,1,1,19,6,1,0,0,1,0,1,0,2,1,20,0,0,11.1,0.6,2.02
1,1,1,38,5,0,0,0,1,0,0,0,2,1,18,0,0,12.4,0.5,1.79
1,1,1,37,7,1,0,0,1,0,0,0,2,2,19,0,0,13.9,-0.3,0.79
1,1,1,3,5,1,0,0,1,0,0,0,0,3,18,0,0,13.9,-0.3,0.79
1,1,39,3,2,1,0,0,1,0,0,0,2,1,19,0,0,12.4,0.5,1.79
1,1,1,37,7,1,0,0,1,0,1,0,2,2,19,0,0,13.9,-0.3,0.79
1,1,1,19,7,0,0,0,1,0,1,0,2,1,19,0,0,12.4,0.5,1.79
1,1,1,37,4,1,0,0,1,0,1,0,0,2,19,0,0,11.1,0.6,2.02
1,1,1,38,7,0,0,0,1,0,0,0,2,1,19,0,0,7.6,2.6,0.32
1,1,12,19,5,1,0,1,0,0,0,0,0,1,25,0,0,9.4,-0.8,-3.12
1,1,1,19,10,0,0,0,1,0,0,0,2,1,20,0,0,12.7,3.7,-1.7
1,1,42,19,5,0,0,1,0,0,0,0,0,1,23,0,0,8.9,1.4,3.51
1,1,1,19,7,0,0,0,1,0,0,0,0,1,20,0,0,15.5,2.8,-4.06
1,0,1,11,10,0,0,0,1,0,0,0,2,1,27,0,0,11.1,0.6,2.02
1,1,1,1,4,0,0,0,1,0,0,0,2,1,18,0,0,9.4,-0.8,-3.12
1,1,1,1,10,1,0,1,1,0,0,0,1,1,18,0,0,9.4,-0.8,-3.12
1,1,1,37,6,1,0,0,1,0,1,0,2,6,19,0,0,7.6,2.6,0.32
1,1,1,38,3,0,0,0,1,0,0,0,2,1,18,2,0,15.5,2.8,-4.06
1,1,1,19,8,1,0,0,1,0,0,0,2,1,20,0,0,13.9,-0.3,0.79
1,1,1,19,9,1,0,0,1,0,0,0,2,2,18,0,0,12.4,0.5,1.79
1,1,1,1,4,1,0,0,1,0,1,0,2,1,19,0,0,9.4,-0.8,-3.12
1,1,39,19,8,1,0,0,1,0,1,0,2,1,19,0,0,12.4,0.5,1.79
1,1,1,37,5,0,0,0,1,0,0,0,1,1,19,0,0,9.4,-0.8,-3.12
1,1,1,3,90,0,0,0,1,0,0,0,2,1,18,0,0,7.6,2.6,0.32
1,1,1,37,5,0,0,0,1,0,0,0,2,1,18,0,0,9.4,-0.8,-3.12
1,1,1,19,7,1,0,0,1,0,0,0,2,2,18,0,0,11.1,0.6,2.02
1,1,1,37,9,1,0,0,1,0,0,0,0,1,19,0,0,7.6,2.6,0.32
1,1,1,37,9,1,0,0,1,0,1,0,2,2,19,0,0,12.4,0.5,1.79
1,1,1,19,0,0,1,0,1,0,1,0,2,1,20,0,0,11.1,0.6,2.02
1,1,1,19,9,1,0,0,1,0,1,0,2,2,19,0,0,12.4,0.5,1.79
1,1,1,1,10,1,0,0,1,0,0,0,1,1,21,0,0,8.9,1.4,3.51
1,1,1,19,4,1,0,0,1,0,1,0,2,1,19,0,0,11.1,0.6,2.02
1,1,1,1,3,1,0,0,1,0,1,0,2,2,18,1,0,13.9,-0.3,0.79
1,1,1,1,1,0,0,0,1,0,0,0,0,2,19,0,0,15.5,2.8,-4.06
1,1,1,38,5,0,0,0,1,0,1,0,2,1,19,0,0,8.9,1.4,3.51
1,1,1,19,103,0,0,1,1,0,0,0,2,1,20,0,0,16.2,0.3,-0.92
1,1,1,1,0,1,0,0,1,0,0,0,1,2,18,0,0,13.9,-0.3,0.79
1,1,1,1,5,0,0,0,1,0,0,0,2,1,18,0,0,7.6,2.6,0.32
1,1,1,19,8,0,0,0,1,0,0,0,0,3,18,0,0,8.9,1.4,3.51
1,1,1,38,7,1,0,0,1,0,0,0,2,3,18,0,0,7.6,2.6,0.32
1,1,1,19,4,1,0,0,1,0,0,0,0,4,20,0,0,15.5,2.8,-4.06
1,1,1,1,9,1,0,0,1,0,1,0,2,3,19,0,0,12.4,0.5,1.79
1,1,1,37,9,1,0,1,0,0,0,0,0,1,21,0,0,15.5,2.8,-4.06
1,1,3,3,8,1,0,1,0,0,0,0,0,1,20,0,0,10.8,1.4,1.74
1,1,1,38,9,1,0,0,1,0,0,0,2,1,18,0,0,9.4,-0.8,-3.12
1,1,1,4,3,0,0,0,1,0,1,0,2,1,20,0,0,10.8,1.4,1.74
1,1,1,37,9,1,0,0,1,0,1,0,2,2,19,0,0,9.4,-0.8,-3.12
1,1,6,19,9,1,0,0,1,0,0,0,0,1,22,3,4,9.4,-0.8,-3.12
1,1,1,38,5,1,0,0,1,0,0,0,1,2,18,0,0,10.8,1.4,1.74
1,1,1,19,5,1,0,0,1,0,0,0,2,1,19,0,0,7.6,2.6,0.32
1,1,1,34,0,1,0,0,1,0,1,0,0,2,20,1,1,9.4,-0.8,-3.12
1,1,1,19,8,1,0,1,1,0,1,0,2,3,18,0,0,15.5,2.8,-4.06
1,1,1,36,7,1,0,0,1,0,0,0,2,4,20,0,0,7.6,2.6,0.32
1,1,39,38,6,0,0,0,1,0,0,0,2,1,19,0,0,12.4,0.5,1.79
1,1,1,19,7,1,0,0,1,0,1,0,2,5,19,0,0,12.4,0.5,1.79
1,1,1,19,7,1,0,0,1,0,1,0,1,2,20,0,0,11.1,0.6,2.02
1,0,1,38,3,0,0,0,1,0,0,0,1,1,25,0,0,15.5,2.8,-4.06
1,1,1,19,7,0,0,0,1,0,1,0,2,1,19,0,0,15.5,2.8,-4.06
1,1,1,37,7,1,0,0,1,0,0,0,2,1,19,0,0,9.4,-0.8,-3.12
1,1,1,38,9,1,0,0,0,0,0,0,0,1,19,0,0,10.8,1.4,1.74
1,1,1,19,5,0,0,0,1,0,0,0,2,1,20,0,0,13.9,-0.3,0.79
1,1,1,37,9,1,0,0,1,0,0,0,1,2,25,0,0,12.4,0.5,1.79
1,1,1,38,9,1,0,0,1,0,1,0,2,1,20,0,0,7.6,2.6,0.32
1,1,1,19,9,1,0,0,1,0,0,0,1,1,24,0,0,9.4,-0.8,-3.12
1,1,1,1,5,0,0,0,1,0,0,0,2,3,20,0,0,7.6,2.6,0.32
1,1,1,19,8,1,0,0,1,0,0,0,2,1,21,0,0,15.5,2.8,-4.06
1,1,39,38,9,0,0,1,1,0,1,0,2,1,19,0,0,15.5,2.8,-4.06
1,1,1,37,9,0,0,0,1,0,1,0,2,1,19,0,0,16.2,0.3,-0.92
1,1,1,38,9,0,0,0,1,0,1,0,2,2,21,0,0,9.4,-0.8,-3.12
1,1,3,37,10,0,0,0,1,0,0,0,2,1,28,0,0,15.5,2.8,-4.06
1,1,1,38,9,1,0,1,0,0,1,0,2,1,19,0,0,10.8,1.4,1.74
1,1,1,37,6,0,0,0,1,0,1,0,2,1,18,0,0,12.4,0.5,1.79
5,1,1,38,8,1,0,0,1,0,1,0,2,5,18,0,0,12.7,3.7,-1.7
1,1,1,37,7,1,0,0,1,0,1,0,2,3,18,0,0,9.4,-0.8,-3.12
1,1,1,2,3,1,0,0,1,0,0,0,2,1,22,0,0,12.7,3.7,-1.7
1,1,1,37,171,1,0,0,1,0,0,0,1,1,19,0,0,12.4,0.5,1.79
1,1,1,1,5,0,0,0,1,0,1,0,2,1,18,0,0,13.9,-0.3,0.79
1,1,1,37,6,0,0,0,0,0,0,0,0,1,20,0,0,15.5,2.8,-4.06
1,1,39,37,6,0,0,0,0,0,0,0,0,1,26,0,0,12.4,0.5,1.79
1,1,1,38,9,1,0,0,1,0,1,0,2,3,18,0,0,10.8,1.4,1.74
1,1,1,38,9,1,0,0,1,0,1,0,0,1,21,0,0,10.8,1.4,1.74
1,1,1,37,3,1,0,0,1,0,0,0,2,4,18,0,0,10.8,1.4,1.74
1,1,1,19,6,1,0,0,1,0,0,0,2,1,20,0,0,15.5,2.8,-4.06
1,1,1,19,6,1,0,0,1,0,0,0,2,6,18,0,0,15.5,2.8,-4.06
1,1,1,38,9,0,0,0,1,0,1,0,1,6,19,0,0,12.7,3.7,-1.7
1,1,1,1,2,1,0,0,1,0,0,0,0,1,20,0,0,7.6,2.6,0.32
1,1,1,19,5,0,0,1,1,0,1,0,2,1,18,0,0,12.7,3.7,-1.7
1,1,1,37,9,1,0,0,1,0,1,0,1,2,20,0,0,10.8,1.4,1.74
1,0,1,11,0,1,0,0,1,0,0,0,2,2,22,0,0,7.6,2.6,0.32
1,0,1,38,7,0,0,0,1,0,0,0,2,1,21,0,0,8.9,1.4,3.51
1,1,1,1,0,0,0,0,1,0,0,0,1,2,18,0,0,13.9,-0.3,0.79
1,1,1,19,4,0,0,0,1,0,0,0,2,1,18,0,0,12.7,3.7,-1.7
1,1,1,19,5,0,1,0,1,0,1,0,2,1,18,0,0,8.9,1.4,3.51
1,1,1,19,5,1,0,0,1,0,0,0,1,3,19,0,0,10.8,1.4,1.74
1,1,1,1,4,1,0,0,1,0,0,0,1,1,19,0,0,16.2,0.3,-0.92
1,1,1,37,7,1,0,0,1,0,0,0,2,3,19,0,0,10.8,1.4,1.74
1,1,1,2,10,1,0,0,1,0,0,0,1,1,19,0,0,8.9,1.4,3.51
1,1,1,37,7,1,0,0,0,0,0,0,0,1,19,0,0,10.8,1.4,1.74
1,1,1,37,7,1,0,0,1,0,1,0,2,4,21,0,0,8.9,1.4,3.51
1,1,1,37,7,0,0,0,1,0,1,1,2,2,20,0,0,15.5,2.8,-4.06
1,1,1,19,9,1,0,0,1,0,1,0,2,1,20,0,0,11.1,0.6,2.02
1,0,19,37,9,0,0,0,1,0,0,0,2,1,41,0,1,7.6,2.6,0.32
4,1,40,37,3,1,0,0,1,0,0,0,1,1,32,0,0,12.4,0.5,1.79
1,1,1,1,5,1,0,0,1,0,0,0,2,3,18,0,0,10.8,1.4,1.74
4,0,1,37,4,0,0,0,1,0,1,0,2,1,35,0,0,15.5,2.8,-4.06
1,1,1,37,9,0,0,1,0,0,0,0,0,1,32,0,0,16.2,0.3,-0.92
2,1,3,37,9,0,0,0,1,0,0,0,0,2,30,0,0,12.7,3.7,-1.7
1,1,1,19,0,0,0,0,1,1,0,0,2,2,23,0,0,7.6,2.6,0.32
1,1,1,1,7,1,0,0,1,0,1,0,0,2,20,0,0,15.5,2.8,-4.06
1,1,1,37,7,0,0,0,1,1,0,0,2,1,21,0,0,9.4,-0.8,-3.12
1,1,1,19,7,0,0,0,1,1,0,0,2,1,19,0,0,12.4,0.5,1.79
1,1,1,19,3,1,0,0,1,1,1,0,2,4,18,0,0,10.8,1.4,1.74
1,1,1,34,0,0,0,0,1,1,0,0,0,1,18,0,0,10.8,1.4,1.74
1,0,1,1,10,0,0,0,1,1,0,0,1,1,24,0,0,12.4,0.5,1.79
1,1,1,37,9,1,0,0,1,1,0,0,2,1,22,0,0,12.7,3.7,-1.7
1,1,1,1,5,1,0,0,1,1,0,0,0,4,18,0,0,16.2,0.3,-0.92
1,1,1,37,6,1,0,0,1,0,0,0,2,2,18,0,0,9.4,-0.8,-3.12
1,1,1,1,1,1,0,0,1,1,0,1,2,2,21,0,0,16.2,0.3,-0.92
4,1,1,37,9,0,0,1,1,0,0,0,0,1,38,0,0,16.2,0.3,-0.92
1,1,1,37,9,0,0,0,1,0,1,0,2,1,19,0,0,12.7,3.7,-1.7
6,1,1,37,9,0,0,0,1,0,0,0,0,1,36,0,0,16.2,0.3,-0.92
1,1,1,1,9,1,0,0,1,0,0,0,2,1,18,1,0,12.7,3.7,-1.7
1,1,1,19,5,1,0,0,1,0,0,0,2,3,19,0,0,12.4,0.5,1.79
1,1,1,38,192,1,0,0,1,0,0,0,1,2,19,0,0,11.1,0.6,2.02
1,1,1,19,9,0,0,0,1,0,1,0,2,1,18,0,0,16.2,0.3,-0.92
1,1,1,37,7,1,0,0,1,0,0,0,0,1,20,0,0,7.6,2.6,0.32
1,1,1,1,7,1,0,1,1,0,0,0,2,1,18,0,0,13.9,-0.3,0.79
1,1,1,19,4,0,0,0,1,0,1,0,2,1,18,0,0,11.1,0.6,2.02
1,1,1,1,4,1,0,0,1,0,0,0,2,6,19,0,0,10.8,1.4,1.74
1,1,1,19,7,1,0,0,1,0,0,0,1,1,18,0,0,13.9,-0.3,0.79
1,1,3,2,3,0,0,0,0,0,0,0,0,1,23,0,0,10.8,1.4,1.74
1,1,1,37,5,1,0,0,1,0,0,0,0,1,21,0,0,12.7,3.7,-1.7
1,1,1,19,4,0,0,0,0,0,0,0,2,1,18,0,0,10.8,1.4,1.74
1,1,40,19,5,1,0,0,1,0,0,0,2,1,23,0,0,12.4,0.5,1.79
1,1,1,19,4,0,0,0,1,0,0,0,2,1,18,0,0,11.1,0.6,2.02
2,0,19,37,8,0,0,0,1,0,0,0,2,1,32,0,0,9.4,-0.8,-3.12
2,1,1,37,7,0,0,1,0,0,0,0,0,2,29,0,0,10.8,1.4,1.74
1,1,1,38,163,1,0,1,1,0,1,0,2,6,20,0,0,8.9,1.4,3.51
1,1,1,34,0,1,0,0,0,0,0,0,0,1,28,0,0,9.4,-0.8,-3.12
1,1,3,38,9,0,0,0,1,0,0,0,2,1,27,0,0,10.8,1.4,1.74
2,1,19,37,10,0,0,1,1,0,0,0,1,1,37,0,0,16.2,0.3,-0.92
1,0,3,38,5,0,0,0,0,0,0,0,0,1,28,0,0,12.7,3.7,-1.7
2,1,1,37,9,0,0,1,0,0,0,0,0,1,43,0,0,8.9,1.4,3.51
1,1,1,1,9,0,0,0,1,0,1,0,1,1,20,0,0,15.5,2.8,-4.06
1,1,1,37,0,1,0,0,1,0,0,0,2,1,21,0,1,7.6,2.6,0.32
1,1,1,19,9,1,0,0,1,0,1,0,1,4,18,0,0,12.4,0.5,1.79
1,1,1,38,7,0,0,0,1,0,1,0,2,1,18,0,0,16.2,0.3,-0.92
1,1,1,19,8,1,0,0,1,0,0,0,2,4,18,0,0,16.2,0.3,-0.92
1,0,39,37,6,1,0,0,1,0,0,0,2,1,22,0,0,12.4,0.5,1.79
1,1,1,1,10,1,0,0,1,0,0,0,2,2,19,0,0,10.8,1.4,1.74
1,1,1,38,7,1,0,0,1,0,1,0,2,2,18,0,0,13.9,-0.3,0.79
1,1,1,1,5,0,0,0,1,0,1,0,2,1,18,0,0,11.1,0.6,2.02
2,0,19,39,3,0,0,1,0,0,0,0,0,1,31,0,0,16.2,0.3,-0.92
2,0,19,19,5,0,0,1,1,0,1,0,2,1,33,0,0,9.4,-0.8,-3.12
1,1,1,38,7,1,0,0,1,0,1,0,2,3,19,0,0,9.4,-0.8,-3.12
1,1,1,38,7,1,0,0,1,0,1,0,2,1,18,0,0,12.7,3.7,-1.7
1,1,1,19,3,0,0,0,1,0,0,0,2,1,23,0,0,7.6,2.6,0.32
1,1,1,38,7,1,0,0,1,0,0,0,2,1,20,0,0,9.4,-0.8,-3.12
1,1,1,38,8,1,0,0,1,0,0,0,2,5,18,0,0,9.4,-0.8,-3.12
1,1,42,1,3,1,0,1,1,0,0,0,1,1,21,0,0,8.9,1.4,3.51
1,1,1,38,6,0,0,0,1,0,1,0,2,1,22,0,0,12.7,3.7,-1.7
1,1,1,19,4,1,0,1,1,0,0,0,2,1,20,0,0,9.4,-0.8,-3.12
1,1,3,38,10,1,0,0,1,0,0,0,2,1,23,0,0,7.6,2.6,0.32
1,1,1,1,5,1,0,0,1,0,0,0,2,2,19,0,0,16.2,0.3,-0.92
1,1,1,37,1,1,0,0,1,0,0,0,2,6,19,0,0,10.8,1.4,1.74
1,0,1,38,4,0,0,0,1,0,0,0,0,1,26,0,0,10.8,1.4,1.74
1,1,1,37,3,1,0,0,1,0,0,0,2,6,18,0,0,16.2,0.3,-0.92
1,1,1,37,7,1,0,0,1,1,0,0,0,1,18,0,0,9.4,-0.8,-3.12
1,1,39,37,9,1,0,0,1,1,0,0,2,1,20,0,0,16.2,0.3,-0.92
1,1,1,1,4,0,0,0,1,1,0,0,0,1,19,0,0,15.5,2.8,-4.06
1,0,1,37,9,0,0,0,0,1,0,0,0,1,32,0,0,10.8,1.4,1.74
2,1,1,19,4,0,0,0,0,1,0,0,0,1,31,2,0,9.4,-0.8,-3.12
1,1,19,19,5,0,0,0,1,1,0,0,1,1,25,0,0,13.9,-0.3,0.79
1,1,39,3,1,1,0,0,1,0,0,0,2,1,21,0,0,16.2,0.3,-0.92
2,0,1,37,9,0,0,0,0,0,0,0,0,1,31,0,0,12.7,3.7,-1.7
2,1,1,37,5,0,0,0,1,0,0,0,0,1,34,0,0,16.2,0.3,-0.92
1,1,1,19,9,0,0,0,1,0,1,0,2,1,18,0,0,11.1,0.6,2.02
1,1,1,19,9,1,0,1,1,0,0,0,0,3,19,0,0,12.4,0.5,1.79
1,1,42,37,6,1,0,1,1,0,0,0,1,1,21,0,0,8.9,1.4,3.51
1,1,1,37,3,1,0,0,0,0,0,0,0,2,18,0,0,9.4,-0.8,-3.12
1,1,1,39,8,1,0,0,1,0,0,0,2,1,20,0,0,11.1,0.6,2.02
1,1,1,37,5,1,0,0,1,0,0,0,2,1,20,0,0,15.5,2.8,-4.06
1,1,1,38,8,1,1,0,1,0,1,0,2,3,18,0,0,11.1,0.6,2.02
1,1,1,38,8,1,0,0,1,0,0,0,2,1,19,0,0,7.6,2.6,0.32
4,1,1,1,5,1,0,0,1,0,1,0,0,1,30,0,0,11.1,0.6,2.02
1,1,1,38,5,1,0,0,1,0,0,0,2,1,19,0,0,11.1,0.6,2.02
1,1,1,37,7,1,0,0,1,0,0,0,2,3,19,0,0,12.7,3.7,-1.7
1,1,1,37,7,1,0,0,1,0,1,0,2,4,19,0,0,12.7,3.7,-1.7
1,1,1,38,9,1,0,0,1,0,0,0,2,1,19,0,0,12.4,0.5,1.79
1,1,1,1,3,1,0,0,1,0,0,0,2,3,20,0,0,7.6,2.6,0.32
1,1,1,37,3,0,0,1,1,1,0,0,0,1,25,0,0,13.9,-0.3,0.79
1,1,1,19,9,0,0,0,1,1,0,0,0,2,19,0,0,12.4,0.5,1.79
2,1,1,19,3,0,0,1,1,0,1,0,2,1,34,0,0,9.4,-0.8,-3.12
1,1,1,37,5,1,0,0,1,0,1,0,2,2,18,0,0,12.7,3.7,-1.7
1,1,1,1,5,1,0,0,1,0,1,0,2,6,18,0,0,9.4,-0.8,-3.12
1,1,1,38,10,0,0,0,1,0,0,0,2,1,20,0,0,11.1,0.6,2.02
1,1,1,37,7,1,0,0,1,0,1,0,2,2,20,0,0,10.8,1.4,1.74
1,1,1,37,6,0,0,0,1,0,0,0,0,1,28,0,0,10.8,1.4,1.74
1,1,1,19,10,0,0,0,1,0,0,0,1,1,18,0,0,15.5,2.8,-4.06
1,1,1,38,9,1,0,0,1,0,0,0,2,1,19,0,0,16.2,0.3,-0.92
2,1,1,37,8,1,0,0,1,0,0,0,0,1,34,0,0,7.6,2.6,0.32
1,0,40,37,7,0,0,0,1,0,0,0,2,1,32,0,0,12.4,0.5,1.79
1,1,1,19,7,1,0,0,1,0,0,0,2,2,19,0,0,11.1,0.6,2.02
1,1,1,19,7,1,0,0,1,0,0,0,2,5,18,0,0,11.1,0.6,2.02
2,1,1,37,9,0,0,0,0,0,0,0,0,1,35,1,0,9.4,-0.8,-3.12
1,0,1,12,5,0,0,0,1,1,1,0,1,1,24,0,0,12.4,0.5,1.79
1,1,1,37,9,1,0,0,1,0,1,0,2,1,20,0,0,13.9,-0.3,0.79
1,1,1,19,9,1,0,0,1,1,1,1,2,3,18,0,0,16.2,0.3,-0.92
1,1,1,19,9,1,0,0,1,1,1,0,2,3,20,0,0,10.8,1.4,1.74
1,1,1,19,4,0,0,0,1,1,1,0,2,1,18,0,0,12.4,0.5,1.79
1,1,1,37,7,0,0,0,1,1,1,0,2,1,20,0,0,9.4,-0.8,-3.12
1,1,1,38,3,1,0,0,1,1,0,0,0,2,19,0,0,12.4,0.5,1.79
1,1,1,1,9,1,0,0,1,1,1,0,1,2,20,0,0,7.6,2.6,0.32
1,1,1,1,9,0,0,0,1,1,0,0,2,1,19,0,0,10.8,1.4,1.74
1,1,1,37,0,1,0,0,1,1,0,0,2,1,20,0,0,7.6,2.6,0.32
1,1,1,19,7,1,0,0,1,1,0,0,2,1,22,0,0,11.1,0.6,2.02
1,1,1,19,8,0,0,0,1,1,1,0,1,2,18,0,0,11.1,0.6,2.02
1,1,1,38,9,0,0,0,1,1,0,0,2,1,19,0,0,12.7,3.7,-1.7
1,1,39,19,7,0,0,0,1,1,0,0,0,1,22,0,0,13.9,-0.3,0.79
1,1,1,12,9,1,0,0,1,1,0,1,2,5,20,0,0,8.9,1.4,3.51
2,1,1,41,3,0,0,1,0,1,0,0,0,1,34,0,0,12.4,0.5,1.79
2,0,19,1,4,0,0,0,1,1,0,0,0,1,24,0,0,16.2,0.3,-0.92
1,1,1,34,0,1,0,0,1,1,0,0,0,2,26,0,0,7.6,2.6,0.32
1,1,1,37,6,0,0,0,1,1,0,0,0,1,35,0,0,12.4,0.5,1.79
1,0,1,37,9,1,0,0,1,1,0,0,2,1,22,1,0,7.6,2.6,0.32
1,1,1,38,5,1,0,0,1,1,0,0,1,1,26,0,0,9.4,-0.8,-3.12
1,1,1,19,4,0,0,0,1,1,0,0,0,1,19,0,0,8.9,1.4,3.51
1,1,1,19,7,1,0,0,1,0,1,0,2,2,19,0,0,13.9,-0.3,0.79
1,1,1,19,9,1,0,0,1,0,0,0,2,3,18,0,0,12.7,3.7,-1.7
1,1,1,38,7,1,0,0,1,0,1,0,2,3,18,0,0,12.7,3.7,-1.7
1,1,1,38,7,1,0,0,1,0,0,0,2,1,18,0,0,12.7,3.7,-1.7
1,1,1,38,9,1,0,0,1,0,0,0,2,3,19,0,0,10.8,1.4,1.74
1,1,1,37,6,1,0,0,1,0,1,0,2,1,18,0,0,15.5,2.8,-4.06
1,1,1,37,5,1,0,0,1,0,1,0,2,1,24,0,0,10.8,1.4,1.74
1,1,1,39,3,1,0,0,1,0,0,0,0,4,18,0,0,16.2,0.3,-0.92
1,1,1,1,7,1,0,0,1,0,0,0,1,1,18,0,0,13.9,-0.3,0.79
1,1,1,37,7,1,0,0,1,0,0,0,2,2,20,0,0,12.4,0.5,1.79
1,1,1,19,9,1,0,0,1,0,0,0,1,2,19,2,0,9.4,-0.8,-3.12
1,1,1,38,8,1,0,0,0,0,1,0,0,5,18,0,0,7.6,2.6,0.32
1,1,1,19,7,0,0,0,1,0,1,0,0,1,19,0,0,10.8,1.4,1.74
1,1,1,38,8,1,0,0,1,0,0,0,2,2,19,0,0,10.8,1.4,1.74
1,1,3,38,3,0,0,1,1,0,0,0,2,5,18,0,0,10.8,1.4,1.74
1,1,1,1,103,1,0,0,1,0,0,0,1,2,20,0,0,11.1,0.6,2.02
1,1,1,38,9,1,0,0,1,0,1,0,2,5,18,0,0,9.4,-0.8,-3.12
1,1,1,38,5,1,0,0,1,0,1,0,2,6,19,0,0,11.1,0.6,2.02
1,1,1,38,10,1,0,0,1,0,0,0,1,3,18,0,0,13.9,-0.3,0.79
1,1,1,37,9,1,0,0,1,0,0,0,2,2,18,0,0,7.6,2.6,0.32
1,1,1,37,9,1,0,0,1,0,0,0,1,1,21,0,0,11.1,0.6,2.02
1,1,1,38,7,1,0,1,0,0,0,0,0,1,19,0,0,7.6,2.6,0.32
1,1,1,1,3,1,0,0,1,0,0,0,2,4,21,0,0,12.4,0.5,1.79
1,1,1,1,9,0,0,0,1,0,0,0,1,1,18,0,0,11.1,0.6,2.02
1,1,1,38,7,0,0,0,1,0,1,0,2,3,18,0,0,12.7,3.7,-1.7
1,1,1,1,10,0,0,0,1,0,0,0,2,1,18,0,0,11.1,0.6,2.02
1,1,1,37,7,1,0,0,1,0,0,0,1,1,20,0,0,16.2,0.3,-0.92
1,1,1,38,5,0,0,0,1,0,0,0,2,1,18,0,0,16.2,0.3,-0.92
1,1,1,19,10,1,0,0,1,0,0,0,1,2,19,0,0,7.6,2.6,0.32
1,1,1,38,7,0,0,0,1,0,1,0,1,1,27,0,0,12.4,0.5,1.79
1,1,1,37,6,1,0,1,0,0,1,0,1,1,19,0,0,11.1,0.6,2.02
1,1,1,19,9,1,0,0,1,0,0,0,0,1,21,1,1,15.5,2.8,-4.06
1,1,1,38,8,1,0,0,1,0,1,0,2,1,19,0,0,10.8,1.4,1.74
1,1,1,37,9,0,0,0,1,0,1,0,2,1,21,0,0,13.9,-0.3,0.79
1,1,1,19,9,1,0,0,1,0,0,0,2,5,18,0,0,10.8,1.4,1.74
1,1,1,38,7,1,0,0,1,0,1,0,2,1,20,1,1,12.7,3.7,-1.7
1,1,1,37,7,1,0,0,1,0,1,0,2,1,18,0,0,9.4,-0.8,-3.12
1,1,1,1,8,1,0,1,0,0,1,0,0,1,18,0,0,12.7,3.7,-1.7
1,1,1,3,4,1,0,0,1,0,0,0,2,3,18,0,0,8.9,1.4,3.51
1,1,1,1,3,1,0,0,1,0,1,0,2,4,18,0,0,16.2,0.3,-0.92
1,1,1,1,7,1,0,0,1,0,1,0,1,3,19,0,0,12.4,0.5,1.79
1,1,19,19,9,1,0,0,1,0,1,0,2,1,24,0,0,8.9,1.4,3.51
1,1,1,19,9,1,0,0,1,0,0,0,2,3,18,0,0,12.7,3.7,-1.7
1,1,1,19,3,0,0,0,1,0,0,0,2,2,19,0,0,12.7,3.7,-1.7
1,1,1,19,9,1,0,0,1,0,0,0,0,2,19,0,0,10.8,1.4,1.74
1,1,1,38,8,0,0,0,1,0,1,0,1,1,20,0,0,11.1,0.6,2.02
1,1,1,12,5,0,0,0,1,0,0,0,1,1,20,0,0,13.9,-0.3,0.79
1,1,1,37,0,0,0,0,1,0,0,0,0,1,26,0,0,7.6,2.6,0.32
1,1,1,37,9,0,0,0,0,1,0,0,0,1,27,0,0,15.5,2.8,-4.06
1,1,1,1,152,0,0,0,1,1,0,0,0,4,18,0,0,8.9,1.4,3.51
1,1,1,38,9,1,0,0,1,1,1,0,2,4,18,0,0,10.8,1.4,1.74
1,1,1,38,5,0,0,0,1,1,0,0,0,1,28,0,0,12.4,0.5,1.79
1,1,1,37,9,0,0,0,1,1,0,0,2,1,19,0,0,7.6,2.6,0.32
1,1,1,19,5,1,0,0,1,1,0,0,0,1,20,0,0,11.1,0.6,2.02
1,1,1,38,9,1,0,0,1,1,0,0,2,6,19,0,0,12.7,3.7,-1.7
1,1,1,19,3,1,0,0,1,1,0,0,0,1,21,0,0,12.7,3.7,-1.7
1,1,42,19,9,0,0,0,1,1,1,0,2,1,23,0,0,8.9,1.4,3.51
1,0,38,37,8,0,0,0,1,1,0,0,2,1,29,0,0,11.1,0.6,2.02
1,1,1,1,9,0,0,0,1,1,0,0,2,1,20,0,0,12.7,3.7,-1.7
1,1,1,19,9,0,0,0,1,1,0,0,2,1,18,0,0,15.5,2.8,-4.06
1,1,1,38,5,1,0,0,1,1,0,0,2,1,19,0,0,9.4,-0.8,-3.12
1,1,1,1,3,1,0,0,1,1,0,0,1,1,18,0,0,15.5,2.8,-4.06
1,1,1,1,9,0,0,0,1,1,0,0,0,1,22,0,0,11.1,0.6,2.02
1,1,1,19,8,1,0,0,1,1,0,0,2,1,21,0,0,8.9,1.4,3.51
1,1,1,19,9,1,0,0,0,1,0,0,0,1,32,0,0,16.2,0.3,-0.92
1,1,1,38,8,1,0,0,1,1,0,0,2,1,18,0,0,7.6,2.6,0.32
1,1,1,1,3,1,0,0,1,1,1,0,2,1,24,0,0,15.5,2.8,-4.06
1,1,1,37,9,1,0,0,1,1,0,0,0,1,22,0,0,12.7,3.7,-1.7
1,1,1,37,5,1,0,0,1,1,0,0,2,3,19,0,0,13.9,-0.3,0.79
1,1,1,19,3,1,0,0,1,1,0,0,1,2,21,0,4,10.8,1.4,1.74
